,vibration
13507,723
13508,688
13509,677
13510,675
13511,659
13512,632
13513,624
13514,654
13515,746
13516,744
13517,705
13518,657
13519,639
13520,657
13521,687
13522,699
13523,694
13524,682
13525,672
13526,662
13527,640
13528,591
13529,522
13530,462
13531,430
13532,417
13533,409
13534,415
13535,437
13536,462
13537,484
13538,498
13539,495
13540,487
13541,492
13542,508
13543,515
13544,515
13545,532
13546,572
13547,623
13548,672
13549,713
13550,739
13551,745
13552,745
13553,746
13554,746
13555,746
13556,715
13557,684
13558,665
13559,654
13560,660
13561,680
13562,703
13563,724
13564,746
13565,682
13566,675
13567,683
13568,697
13569,703
13570,705
13571,723
13572,746
13573,745
13574,746
13575,746
13576,745
13577,746
13578,746
13579,736
13580,701
13581,673
13582,672
13583,704
13584,743
13585,746
13586,746
13587,746
13588,746
13589,746
13590,746
13591,746
13592,746
13593,725
13594,708
13595,689
13596,660
13597,642
13598,648
13599,660
13600,675
13601,693
13602,717
13603,721
13604,688
13605,634
13606,583
13607,537
13608,493
13609,443
13610,391
13611,365
13612,378
13613,422
13614,463
13615,583
13616,481
13617,399
13618,356
13619,333
13620,323
13621,343
13622,393
13623,456
13624,514
13625,555
13626,576
13627,576
13628,560
13629,541
13630,527
13631,534
13632,565
13633,593
13634,612
13635,649
13636,705
13637,746
13638,746
13639,746
13640,746
13641,746
13642,746
13643,740
13644,710
13645,687
13646,673
13647,667
13648,658
13649,662
13650,689
13651,736
13652,746
13653,746
13654,746
13655,746
13656,746
13657,746
13658,746
13659,733
13660,698
13661,687
13662,696
13663,713
13664,719
13665,523
13666,454
13667,408
13668,363
13669,326
13670,329
13671,378
13672,455
13673,528
13674,565
13675,567
13676,556
13677,538
13678,515
13679,504
13680,508
13681,535
13682,578
13683,624
13684,669
13685,723
13686,746
13687,746
13688,745
13689,746
13690,746
13691,729
13692,689
13693,652
13694,636
13695,637
13696,653
13697,690
13698,730
13699,746
13700,746
13701,746
13702,746
13703,746
13704,746
13705,746
13706,746
13707,722
13708,712
13709,693
13710,669
13711,661
13712,685
13713,735
13714,746
13715,738
13716,734
13717,713
13718,696
13719,697
13720,718
13721,746
13722,746
13723,746
13724,746
13725,746
13726,746
13727,746
13728,733
13729,717
13730,710
13731,706
13732,712
13733,728
13734,728
13735,710
13736,684
13737,662
13738,631
13739,580
13740,532
13741,506
13742,493
13743,479
13744,464
13745,462
13746,472
13747,484
13748,493
13749,493
13750,481
13751,459
13752,442
13753,440
13754,454
13755,480
13756,515
13757,561
13758,609
13759,649
13760,683
13761,711
13762,739
13763,745
13764,746
13765,667
13766,653
13767,648
13768,667
13769,704
13770,745
13771,746
13772,744
13773,746
13774,746
13775,746
13776,746
13777,738
13778,707
13779,682
13780,660
13781,653
13782,668
13783,712
13784,746
13785,746
13786,746
13787,746
13788,746
13789,746
13790,746
13791,746
13792,727
13793,695
13794,659
13795,622
13796,616
13797,642
13798,678
13799,709
13800,726
13801,720
13802,713
13803,692
13804,637
13805,562
13806,492
13807,424
13808,366
13809,330
13810,338
13811,380
13812,430
13813,477
13814,510
13815,537
13816,463
13817,383
13818,325
13819,317
13820,362
13821,414
13822,449
13823,489
13824,539
13825,578
13826,586
13827,573
13828,565
13829,558
13830,552
13831,553
13832,570
13833,616
13834,680
13835,721
13836,728
13837,720
13838,726
13839,736
13840,737
13841,721
13842,692
13843,661
13844,644
13845,651
13846,681
13847,708
13848,720
13849,737
13850,746
13851,746
13852,746
13853,746
13854,746
13855,746
13856,709
13857,674
13858,672
13859,678
13860,675
13861,680
13862,696
13863,724
13864,746
13865,683
13866,672
13867,670
13868,695
13869,741
13870,746
13871,746
13872,746
13873,746
13874,746
13875,746
13876,746
13877,746
13878,734
13879,712
13880,686
13881,650
13882,626
13883,627
13884,631
13885,633
13886,663
13887,730
13888,746
13889,735
13890,684
13891,648
13892,590
13893,511
13894,452
13895,412
13896,367
13897,336
13898,354
13899,406
13900,456
13901,504
13902,550
13903,571
13904,563
13905,555
13906,551
13907,532
13908,522
13909,554
13910,601
13911,630
13912,665
13913,715
13914,746
13915,525
13916,566
13917,604
13918,660
13919,712
13920,745
13921,746
13922,746
13923,735
13924,711
13925,704
13926,704
13927,703
13928,694
13929,677
13930,670
13931,681
13932,698
13933,714
13934,734
13935,746
13936,747
13937,746
13938,746
13939,746
13940,746
13941,746
13942,729
13943,695
13944,677
13945,684
13946,704
13947,724
13948,744
13949,746
13950,746
13951,746
13952,746
13953,746
13954,746
13955,746
13956,721
13957,697
13958,688
13959,682
13960,671
13961,653
13962,649
13963,685
13964,733
13965,417
13966,411
13967,406
13968,410
13969,435
13970,473
13971,498
13972,514
13973,526
13974,527
13975,507
13976,490
13977,506
13978,545
13979,590
13980,625
13981,646
13982,661
13983,688
13984,718
13985,730
13986,728
13987,729
13988,737
13989,735
13990,725
13991,717
13992,717
13993,716
13994,707
13995,691
13996,683
13997,700
13998,736
13999,746
14000,746
14001,746
14002,746
14003,746
14004,746
14005,746
14006,737
14007,727
14008,730
14009,728
14010,728
14011,741
14012,746
14013,743
14014,742
14015,708
14016,700
14017,673
14018,664
14019,691
14020,744
14021,746
14022,746
14023,746
14024,746
14025,746
14026,733
14027,706
14028,691
14029,675
14030,655
14031,645
14032,656
14033,686
14034,723
14035,746
14036,737
14037,704
14038,665
14039,622
14040,563
14041,500
14042,447
14043,411
14044,394
14045,404
14046,431
14047,456
14048,478
14049,494
14050,497
14051,490
14052,485
14053,485
14054,498
14055,526
14056,561
14057,589
14058,613
14059,648
14060,694
14061,728
14062,746
14063,746
14064,746
14065,646
14066,654
14067,660
14068,684
14069,727
14070,746
14071,746
14072,746
14073,746
14074,746
14075,746
14076,746
14077,738
14078,708
14079,680
14080,658
14081,661
14082,692
14083,725
14084,739
14085,745
14086,746
14087,746
14088,744
14089,742
14090,730
14091,717
14092,687
14093,657
14094,658
14095,694
14096,737
14097,746
14098,710
14099,683
14100,675
14101,658
14102,616
14103,557
14104,483
14105,419
14106,400
14107,415
14108,432
14109,451
14110,480
14111,500
14112,502
14113,492
14114,486
14115,477
14116,424
14117,354
14118,321
14119,343
14120,392
14121,449
14122,510
14123,559
14124,581
14125,586
14126,584
14127,569
14128,548
14129,544
14130,565
14131,602
14132,629
14133,647
14134,674
14135,704
14136,718
14137,717
14138,696
14139,678
14140,690
14141,721
14142,725
14143,698
14144,684
14145,709
14146,746
14147,746
14148,746
14149,746
14150,745
14151,746
14152,746
14153,744
14154,700
14155,686
14156,697
14157,711
14158,716
14159,722
14160,735
14161,746
14162,746
14163,746
14164,746
14165,406
14166,416
14167,434
14168,442
14169,454
14170,483
14171,509
14172,528
14173,542
14174,543
14175,540
14176,557
14177,605
14178,655
14179,677
14180,685
14181,700
14182,719
14183,731
14184,728
14185,708
14186,685
14187,667
14188,648
14189,629
14190,630
14191,655
14192,688
14193,721
14194,739
14195,746
14196,745
14197,746
14198,746
14199,746
14200,746
14201,728
14202,718
14203,705
14204,674
14205,651
14206,675
14207,735
14208,746
14209,746
14210,746
14211,746
14212,746
14213,746
14214,746
14215,685
14216,704
14217,731
14218,745
14219,745
14220,745
14221,746
14222,746
14223,746
14224,746
14225,732
14226,715
14227,714
14228,702
14229,682
14230,670
14231,661
14232,651
14233,639
14234,654
14235,721
14236,746
14237,733
14238,671
14239,642
14240,605
14241,532
14242,459
14243,403
14244,362
14245,347
14246,365
14247,409
14248,461
14249,513
14250,553
14251,567
14252,567
14253,568
14254,559
14255,532
14256,517
14257,545
14258,596
14259,623
14260,637
14261,674
14262,730
14263,746
14264,746
14265,632
14266,663
14267,711
14268,738
14269,719
14270,691
14271,678
14272,656
14273,609
14274,548
14275,491
14276,440
14277,399
14278,381
14279,388
14280,418
14281,463
14282,506
14283,526
14284,522
14285,517
14286,527
14287,547
14288,560
14289,562
14290,572
14291,596
14292,636
14293,686
14294,720
14295,728
14296,725
14297,733
14298,743
14299,739
14300,724
14301,707
14302,693
14303,686
14304,681
14305,679
14306,689
14307,714
14308,740
14309,746
14310,746
14311,746
14312,746
14313,746
14314,746
14315,686
14316,723
14317,745
14318,744
14319,704
14320,652
14321,608
14322,570
14323,533
14324,483
14325,431
14326,396
14327,392
14328,414
14329,438
14330,462
14331,489
14332,517
14333,540
14334,550
14335,540
14336,525
14337,524
14338,542
14339,565
14340,593
14341,643
14342,697
14343,735
14344,746
14345,746
14346,746
14347,736
14348,694
14349,656
14350,636
14351,640
14352,652
14353,662
14354,674
14355,700
14356,733
14357,746
14358,746
14359,746
14360,746
14361,746
14362,746
14363,746
14364,719
14365,746
14366,744
14367,745
14368,744
14369,745
14370,746
14371,720
14372,704
14373,702
14374,697
14375,686
14376,687
14377,718
14378,746
14379,746
14380,746
14381,745
14382,746
14383,746
14384,746
14385,746
14386,738
14387,707
14388,693
14389,671
14390,641
14391,628
14392,634
14393,637
14394,659
14395,714
14396,746
14397,724
14398,662
14399,620
14400,586
14401,537
14402,479
14403,423
14404,378
14405,357
14406,356
14407,374
14408,418
14409,481
14410,541
14411,574
14412,573
14413,567
14414,564
14415,746
14416,743
14417,745
14418,744
14419,745
14420,744
14421,701
14422,693
14423,698
14424,698
14425,701
14426,717
14427,746
14428,746
14429,746
14430,746
14431,746
14432,746
14433,746
14434,744
14435,739
14436,707
14437,672
14438,655
14439,655
14440,669
14441,678
14442,688
14443,723
14444,746
14445,716
14446,662
14447,626
14448,590
14449,535
14450,476
14451,417
14452,369
14453,358
14454,392
14455,432
14456,460
14457,492
14458,532
14459,554
14460,550
14461,537
14462,525
14463,511
14464,514
14465,716
14466,709
14467,690
14468,678
14469,671
14470,671
14471,667
14472,664
14473,686
14474,732
14475,746
14476,746
14477,746
14478,746
14479,746
14480,746
14481,746
14482,735
14483,713
14484,714
14485,723
14486,724
14487,725
14488,740
14489,746
14490,746
14491,746
14492,746
14493,746
14494,746
14495,746
14496,746
14497,719
14498,696
14499,684
14500,679
14501,665
14502,643
14503,623
14504,617
14505,625
14506,649
14507,688
14508,714
14509,690
14510,654
14511,667
14512,671
14513,595
14514,485
14515,737
14516,700
14517,683
14518,680
14519,630
14520,544
14521,483
14522,446
14523,412
14524,392
14525,393
14526,405
14527,432
14528,475
14529,517
14530,537
14531,537
14532,541
14533,551
14534,553
14535,545
14536,549
14537,580
14538,636
14539,694
14540,727
14541,717
14542,691
14543,695
14544,730
14545,739
14546,695
14547,639
14548,623
14549,653
14550,698
14551,720
14552,717
14553,727
14554,746
14555,746
14556,744
14557,746
14558,746
14559,746
14560,746
14561,720
14562,689
14563,693
14564,719
14565,746
14566,744
14567,745
14568,744
14569,727
14570,718
14571,719
14572,704
14573,682
14574,680
14575,701
14576,720
14577,726
14578,722
14579,701
14580,652
14581,589
14582,541
14583,513
14584,480
14585,439
14586,417
14587,424
14588,450
14589,482
14590,510
14591,511
14592,491
14593,481
14594,484
14595,484
14596,494
14597,530
14598,572
14599,597
14600,622
14601,671
14602,724
14603,746
14604,736
14605,714
14606,706
14607,705
14608,685
14609,655
14610,640
14611,656
14612,682
14613,695
14614,690
14615,746
14616,722
14617,683
14618,672
14619,684
14620,703
14621,712
14622,730
14623,746
14624,746
14625,746
14626,746
14627,746
14628,746
14629,735
14630,736
14631,727
14632,697
14633,681
14634,692
14635,703
14636,692
14637,676
14638,680
14639,696
14640,720
14641,745
14642,745
14643,700
14644,658
14645,626
14646,581
14647,517
14648,453
14649,401
14650,369
14651,364
14652,384
14653,422
14654,468
14655,517
14656,553
14657,570
14658,574
14659,563
14660,546
14661,534
14662,544
14663,570
14664,599
14665,746
14666,707
14667,670
14668,642
14669,630
14670,633
14671,637
14672,631
14673,632
14674,649
14675,671
14676,714
14677,746
14678,746
14679,694
14680,654
14681,623
14682,558
14683,466
14684,393
14685,350
14686,322
14687,320
14688,361
14689,430
14690,502
14691,553
14692,583
14693,602
14694,606
14695,601
14696,605
14697,614
14698,604
14699,593
14700,608
14701,645
14702,679
14703,694
14704,696
14705,687
14706,679
14707,680
14708,691
14709,695
14710,682
14711,678
14712,713
14713,746
14714,746
14715,701
14716,695
14717,698
14718,718
14719,745
14720,746
14721,746
14722,746
14723,746
14724,746
14725,746
14726,746
14727,746
14728,738
14729,727
14730,714
14731,693
14732,676
14733,671
14734,667
14735,658
14736,656
14737,667
14738,700
14739,745
14740,746
14741,693
14742,640
14743,613
14744,560
14745,478
14746,420
14747,391
14748,371
14749,361
14750,375
14751,413
14752,466
14753,528
14754,580
14755,608
14756,610
14757,591
14758,576
14759,569
14760,566
14761,575
14762,595
14763,622
14764,658
14765,639
14766,647
14767,669
14768,707
14769,735
14770,746
14771,746
14772,746
14773,746
14774,746
14775,746
14776,746
14777,746
14778,722
14779,685
14780,662
14781,674
14782,714
14783,743
14784,746
14785,746
14786,746
14787,746
14788,746
14789,744
14790,746
14791,734
14792,746
14793,734
14794,670
14795,620
14796,627
14797,659
14798,668
14799,654
14800,666
14801,720
14802,746
14803,746
14804,701
14805,654
14806,592
14807,513
14808,445
14809,396
14810,358
14811,349
14812,374
14813,410
14814,446
14815,456
14816,460
14817,447
14818,425
14819,407
14820,413
14821,449
14822,480
14823,489
14824,496
14825,508
14826,518
14827,518
14828,520
14829,545
14830,587
14831,625
14832,645
14833,661
14834,694
14835,728
14836,734
14837,710
14838,678
14839,656
14840,647
14841,642
14842,646
14843,659
14844,688
14845,731
14846,746
14847,746
14848,746
14849,746
14850,746
14851,746
14852,746
14853,712
14854,692
14855,707
14856,704
14857,685
14858,691
14859,731
14860,746
14861,746
14862,746
14863,746
14864,746
14865,671
14866,671
14867,657
14868,650
14869,652
14870,678
14871,737
14872,746
14873,746
14874,746
14875,672
14876,631
14877,586
14878,522
14879,446
14880,378
14881,338
14882,345
14883,377
14884,416
14885,464
14886,513
14887,538
14888,544
14889,544
14890,555
14891,573
14892,580
14893,573
14894,566
14895,585
14896,631
14897,674
14898,691
14899,695
14900,709
14901,726
14902,724
14903,704
14904,673
14905,650
14906,649
14907,666
14908,678
14909,689
14910,722
14911,746
14912,746
14913,746
14914,746
14915,694
14916,672
14917,646
14918,640
14919,664
14920,704
14921,728
14922,722
14923,704
14924,695
14925,671
14926,602
14927,515
14928,446
14929,394
14930,355
14931,351
14932,380
14933,422
14934,457
14935,489
14936,517
14937,543
14938,564
14939,570
14940,553
14941,540
14942,556
14943,588
14944,618
14945,647
14946,681
14947,708
14948,717
14949,707
14950,687
14951,673
14952,675
14953,684
14954,682
14955,669
14956,668
14957,689
14958,727
14959,745
14960,746
14961,746
14962,746
14963,746
14964,746
14965,742
14966,744
14967,745
14968,744
14969,745
14970,746
14971,746
14972,746
14973,728
14974,726
14975,732
14976,720
14977,695
14978,679
14979,673
14980,672
14981,670
14982,663
14983,664
14984,692
14985,737
14986,746
14987,709
14988,664
14989,627
14990,562
14991,477
14992,420
14993,396
14994,383
14995,371
14996,374
14997,401
14998,460
14999,545
15000,607
15001,618
15002,602
15003,583
15004,558
15005,534
15006,534
15007,547
15008,557
15009,579
15010,629
15011,688
15012,730
15013,746
15014,740
15015,728
15016,744
15017,745
15018,744
15019,745
15020,746
15021,746
15022,739
15023,709
15024,687
15025,672
15026,682
15027,710
15028,732
15029,735
15030,745
15031,746
15032,746
15033,747
15034,746
15035,746
15036,734
15037,737
15038,732
15039,704
15040,670
15041,650
15042,646
15043,649
15044,670
15045,715
15046,745
15047,743
15048,721
15049,717
15050,694
15051,625
15052,545
15053,491
15054,450
15055,403
15056,376
15057,379
15058,403
15059,443
15060,492
15061,524
15062,526
15063,522
15064,531
15065,414
15066,425
15067,433
15068,459
15069,488
15070,514
15071,539
15072,553
15073,540
15074,526
15075,540
15076,576
15077,609
15078,639
15079,665
15080,680
15081,682
15082,682
15083,687
15084,684
15085,670
15086,649
15087,632
15088,637
15089,663
15090,693
15091,717
15092,737
15093,746
15094,746
15095,746
15096,746
15097,746
15098,746
15099,746
15100,746
15101,727
15102,704
15103,697
15104,702
15105,717
15106,742
15107,746
15108,746
15109,745
15110,746
15111,746
15112,746
15113,745
15114,746
15115,708
15116,734
15117,724
15118,682
15119,638
15120,623
15121,628
15122,641
15123,656
15124,669
15125,685
15126,724
15127,744
15128,746
15129,746
15130,746
15131,746
15132,746
15133,746
15134,709
15135,689
15136,671
15137,660
15138,678
15139,718
15140,746
15141,746
15142,746
15143,746
15144,746
15145,745
15146,746
15147,728
15148,689
15149,672
15150,669
15151,665
15152,658
15153,656
15154,654
15155,647
15156,646
15157,660
15158,687
15159,737
15160,746
15161,746
15162,715
15163,679
15164,627
15165,407
15166,451
15167,513
15168,570
15169,583
15170,578
15171,598
15172,625
15173,622
15174,599
15175,577
15176,574
15177,604
15178,650
15179,669
15180,659
15181,653
15182,666
15183,675
15184,671
15185,669
15186,674
15187,686
15188,708
15189,721
15190,730
15191,745
15192,746
15193,746
15194,746
15195,746
15196,733
15197,718
15198,708
15199,698
15200,687
15201,688
15202,710
15203,746
15204,744
15205,746
15206,746
15207,746
15208,746
15209,746
15210,725
15211,697
15212,687
15213,697
15214,702
15215,694
15216,669
15217,636
15218,621
15219,627
15220,650
15221,675
15222,698
15223,722
15224,746
15225,746
15226,746
15227,746
15228,746
15229,746
15230,746
15231,746
15232,715
15233,684
15234,667
15235,661
15236,672
15237,712
15238,746
15239,746
15240,746
15241,746
15242,746
15243,746
15244,746
15245,746
15246,715
15247,704
15248,699
15249,679
15250,664
15251,661
15252,650
15253,632
15254,623
15255,627
15256,633
15257,634
15258,625
15259,625
15260,671
15261,735
15262,724
15263,655
15264,615
15265,487
15266,555
15267,601
15268,606
15269,576
15270,559
15271,561
15272,554
15273,550
15274,558
15275,573
15276,603
15277,662
15278,721
15279,743
15280,733
15281,721
15282,721
15283,718
15284,693
15285,653
15286,619
15287,618
15288,651
15289,703
15290,741
15291,746
15292,746
15293,746
15294,746
15295,746
15296,746
15297,746
15298,746
15299,704
15300,674
15301,680
15302,710
15303,740
15304,746
15305,746
15306,746
15307,746
15308,746
15309,746
15310,746
15311,733
15312,714
15313,701
15314,693
15315,735
15316,744
15317,727
15318,690
15319,660
15320,669
15321,684
15322,677
15323,670
15324,697
15325,746
15326,746
15327,746
15328,746
15329,745
15330,746
15331,746
15332,746
15333,737
15334,723
15335,705
15336,680
15337,678
15338,718
15339,746
15340,746
15341,746
15342,746
15343,745
15344,746
15345,746
15346,746
15347,725
15348,694
15349,677
15350,661
15351,647
15352,632
15353,617
15354,615
15355,623
15356,649
15357,694
15358,745
15359,746
15360,703
15361,641
15362,617
15363,577
15364,493
15365,746
15366,744
15367,732
15368,692
15369,656
15370,645
15371,662
15372,694
15373,729
15374,746
15375,746
15376,745
15377,746
15378,746
15379,746
15380,746
15381,746
15382,746
15383,719
15384,672
15385,637
15386,632
15387,648
15388,658
15389,650
15390,646
15391,657
15392,687
15393,743
15394,746
15395,746
15396,663
15397,603
15398,605
15399,569
15400,476
15401,392
15402,369
15403,372
15404,376
15405,397
15406,425
15407,472
15408,547
15409,627
15410,661
15411,638
15412,603
15413,588
15414,580
15415,507
15416,524
15417,522
15418,508
15419,509
15420,541
15421,581
15422,619
15423,647
15424,670
15425,698
15426,728
15427,744
15428,734
15429,713
15430,695
15431,673
15432,647
15433,633
15434,640
15435,655
15436,668
15437,684
15438,719
15439,746
15440,746
15441,746
15442,746
15443,746
15444,746
15445,746
15446,738
15447,721
15448,701
15449,688
15450,693
15451,715
15452,746
15453,746
15454,746
15455,746
15456,746
15457,746
15458,746
15459,746
15460,746
15461,721
15462,703
15463,683
15464,663
15465,709
15466,700
15467,694
15468,697
15469,686
15470,669
15471,667
15472,692
15473,732
15474,746
15475,746
15476,745
15477,746
15478,746
15479,744
15480,746
15481,746
15482,732
15483,718
15484,701
15485,696
15486,713
15487,745
15488,746
15489,746
15490,745
15491,746
15492,746
15493,746
15494,746
15495,731
15496,732
15497,741
15498,726
15499,684
15500,658
15501,672
15502,694
15503,693
15504,687
15505,715
15506,746
15507,746
15508,608
15509,648
15510,622
15511,582
15512,516
15513,448
15514,391
15515,746
15516,744
15517,712
15518,714
15519,732
15520,728
15521,708
15522,704
15523,727
15524,746
15525,746
15526,746
15527,746
15528,735
15529,729
15530,735
15531,730
15532,710
15533,698
15534,700
15535,702
15536,694
15537,679
15538,664
15539,668
15540,706
15541,745
15542,738
15543,692
15544,674
15545,687
15546,652
15547,550
15548,451
15549,398
15550,373
15551,362
15552,374
15553,403
15554,444
15555,506
15556,566
15557,583
15558,568
15559,555
15560,555
15561,553
15562,548
15563,560
15564,587
15565,510
15566,522
15567,543
15568,552
15569,548
15570,554
15571,569
15572,599
15573,642
15574,686
15575,707
15576,706
15577,698
15578,695
15579,703
15580,705
15581,691
15582,669
15583,659
15584,668
15585,694
15586,716
15587,725
15588,730
15589,746
15590,746
15591,746
15592,746
15593,746
15594,746
15595,746
15596,734
15597,707
15598,699
15599,721
15600,746
15601,746
15602,746
15603,746
15604,746
15605,746
15606,746
15607,746
15608,735
15609,713
15610,719
15611,711
15612,676
15613,649
15614,648
15615,466
15616,553
15617,617
15618,628
15619,609
15620,604
15621,603
15622,583
15623,559
15624,551
15625,560
15626,592
15627,648
15628,695
15629,707
15630,712
15631,722
15632,725
15633,715
15634,703
15635,693
15636,689
15637,696
15638,710
15639,737
15640,745
15641,746
15642,746
15643,746
15644,745
15645,746
15646,746
15647,721
15648,702
15649,702
15650,716
15651,737
15652,746
15653,746
15654,746
15655,746
15656,746
15657,746
15658,746
15659,746
15660,708
15661,689
15662,700
15663,708
15664,693
15665,727
15666,710
15667,695
15668,682
15669,620
15670,517
15671,428
15672,373
15673,338
15674,330
15675,355
15676,389
15677,433
15678,497
15679,565
15680,603
15681,608
15682,592
15683,566
15684,531
15685,515
15686,534
15687,571
15688,605
15689,636
15690,679
15691,725
15692,746
15693,739
15694,711
15695,697
15696,693
15697,684
15698,673
15699,672
15700,695
15701,731
15702,745
15703,746
15704,746
15705,746
15706,746
15707,746
15708,746
15709,735
15710,716
15711,709
15712,714
15713,719
15714,716
15715,746
15716,743
15717,745
15718,738
15719,724
15720,698
15721,659
15722,633
15723,636
15724,653
15725,667
15726,695
15727,726
15728,732
15729,717
15730,693
15731,646
15732,570
15733,505
15734,458
15735,396
15736,326
15737,298
15738,352
15739,437
15740,490
15741,505
15742,513
15743,521
15744,543
15745,568
15746,568
15747,542
15748,539
15749,582
15750,645
15751,685
15752,703
15753,706
15754,702
15755,696
15756,697
15757,685
15758,662
15759,653
15760,660
15761,671
15762,679
15763,695
15764,730
15765,746
15766,744
15767,745
15768,714
15769,652
15770,627
15771,650
15772,704
15773,746
15774,746
15775,746
15776,747
15777,746
15778,745
15779,746
15780,732
15781,724
15782,733
15783,716
15784,666
15785,637
15786,650
15787,670
15788,661
15789,640
15790,662
15791,740
15792,745
15793,746
15794,683
15795,658
15796,645
15797,576
15798,469
15799,372
15800,316
15801,322
15802,375
15803,421
15804,430
15805,438
15806,491
15807,560
15808,598
15809,607
15810,600
15811,581
15812,563
15813,555
15814,558
15815,535
15816,528
15817,524
15818,546
15819,570
15820,580
15821,585
15822,598
15823,611
15824,629
15825,665
15826,711
15827,733
15828,730
15829,723
15830,704
15831,669
15832,642
15833,645
15834,664
15835,691
15836,723
15837,746
15838,746
15839,746
15840,746
15841,746
15842,745
15843,746
15844,733
15845,717
15846,719
15847,710
15848,688
15849,684
15850,718
15851,746
15852,746
15853,745
15854,746
15855,746
15856,746
15857,746
15858,746
15859,746
15860,718
15861,673
15862,638
15863,625
15864,630
15865,745
15866,738
15867,732
15868,708
15869,629
15870,523
15871,450
15872,411
15873,385
15874,367
15875,368
15876,393
15877,446
15878,508
15879,540
15880,537
15881,533
15882,544
15883,554
15884,555
15885,552
15886,554
15887,574
15888,609
15889,663
15890,708
15891,722
15892,718
15893,724
15894,729
15895,713
15896,684
15897,657
15898,638
15899,641
15900,659
15901,685
15902,710
15903,744
15904,745
15905,746
15906,746
15907,746
15908,745
15909,746
15910,743
15911,736
15912,710
15913,690
15914,698
15915,697
15916,702
15917,683
15918,617
15919,544
15920,498
15921,458
15922,424
15923,405
15924,392
15925,396
15926,431
15927,472
15928,490
15929,487
15930,494
15931,505
15932,502
15933,499
15934,514
15935,546
15936,579
15937,622
15938,673
15939,707
15940,711
15941,714
15942,726
15943,718
15944,686
15945,661
15946,652
15947,645
15948,646
15949,664
15950,678
15951,684
15952,717
15953,746
15954,746
15955,745
15956,746
15957,746
15958,746
15959,746
15960,746
15961,730
15962,674
15963,672
15964,704
15965,746
15966,744
15967,743
15968,744
15969,694
15970,656
15971,648
15972,656
15973,666
15974,680
15975,697
15976,702
15977,682
15978,662
15979,670
15980,707
15981,734
15982,701
15983,643
15984,615
15985,581
15986,501
15987,422
15988,381
15989,362
15990,335
15991,329
15992,376
15993,468
15994,562
15995,615
15996,620
15997,607
15998,593
15999,587
16000,575
16001,555
16002,546
16003,581
16004,628
16005,649
16006,663
16007,700
16008,734
16009,732
16010,707
16011,686
16012,672
16013,658
16014,657
16015,716
16016,694
16017,655
16018,588
16019,515
16020,465
16021,430
16022,390
16023,365
16024,383
16025,425
16026,455
16027,469
16028,488
16029,507
16030,516
16031,514
16032,512
16033,507
16034,515
16035,553
16036,608
16037,640
16038,651
16039,664
16040,698
16041,734
16042,739
16043,710
16044,679
16045,672
16046,682
16047,681
16048,666
16049,665
16050,688
16051,729
16052,746
16053,746
16054,746
16055,746
16056,744
16057,746
16058,746
16059,745
16060,713
16061,716
16062,719
16063,706
16064,701
16065,746
16066,744
16067,745
16068,744
16069,745
16070,746
16071,736
16072,697
16073,684
16074,715
16075,746
16076,746
16077,746
16078,746
16079,746
16080,746
16081,746
16082,746
16083,732
16084,740
16085,746
16086,728
16087,683
16088,641
16089,625
16090,635
16091,648
16092,663
16093,694
16094,729
16095,732
16096,701
16097,655
16098,587
16099,504
16100,447
16101,414
16102,368
16103,317
16104,317
16105,368
16106,437
16107,488
16108,513
16109,532
16110,571
16111,619
16112,620
16113,568
16114,517
16115,746
16116,745
16117,745
16118,731
16119,726
16120,726
16121,707
16122,688
16123,691
16124,716
16125,745
16126,746
16127,746
16128,746
16129,745
16130,746
16131,746
16132,746
16133,723
16134,694
16135,674
16136,653
16137,633
16138,622
16139,624
16140,640
16141,681
16142,727
16143,728
16144,688
16145,665
16146,646
16147,581
16148,490
16149,421
16150,370
16151,329
16152,318
16153,346
16154,397
16155,457
16156,514
16157,552
16158,569
16159,581
16160,594
16161,598
16162,592
16163,595
16164,612
16165,705
16166,691
16167,699
16168,706
16169,713
16170,735
16171,746
16172,746
16173,745
16174,746
16175,746
16176,746
16177,746
16178,746
16179,729
16180,697
16181,687
16182,677
16183,656
16184,638
16185,641
16186,659
16187,689
16188,724
16189,746
16190,746
16191,715
16192,667
16193,646
16194,610
16195,536
16196,472
16197,437
16198,400
16199,350
16200,323
16201,338
16202,404
16203,493
16204,558
16205,579
16206,578
16207,576
16208,571
16209,561
16210,550
16211,546
16212,561
16213,594
16214,644
16215,697
16216,716
16217,725
16218,744
16219,745
16220,745
16221,746
16222,745
16223,746
16224,746
16225,746
16226,734
16227,728
16228,726
16229,713
16230,702
16231,705
16232,715
16233,708
16234,685
16235,668
16236,666
16237,669
16238,684
16239,713
16240,716
16241,664
16242,602
16243,564
16244,521
16245,471
16246,436
16247,410
16248,377
16249,364
16250,391
16251,432
16252,474
16253,521
16254,561
16255,569
16256,561
16257,555
16258,544
16259,542
16260,569
16261,606
16262,625
16263,642
16264,674
16265,515
16266,520
16267,536
16268,570
16269,614
16270,659
16271,686
16272,688
16273,680
16274,676
16275,681
16276,679
16277,667
16278,650
16279,637
16280,633
16281,654
16282,690
16283,720
16284,739
16285,746
16286,746
16287,746
16288,746
16289,746
16290,746
16291,746
16292,717
16293,681
16294,678
16295,700
16296,721
16297,741
16298,746
16299,744
16300,746
16301,746
16302,746
16303,744
16304,736
16305,723
